iter,frames,agent_steps,episodes,wall_s,train_return_mean,greedy_score,pg_loss,v_loss,entropy,approx_kl,clipfrac
209,1720320,430080,407,1488.2,19.73,,-0.0364,0.028,2.6361,0.01473,0.4318
210,1728512,432128,410,1493.6,19.78,,-0.0378,0.026,2.6452,0.01444,0.4073
211,1736704,434176,410,1498.9,19.78,,-0.036,0.0291,2.6487,0.01555,0.4226
212,1744896,436224,414,1504.3,19.75,,-0.0352,0.031,2.6413,0.01471,0.4097
213,1753088,438272,417,1509.7,19.87,,-0.0366,0.0353,2.601,0.01509,0.3921
214,1761280,440320,419,1515.1,19.94,,-0.0347,0.0269,2.609,0.01374,0.4241
215,1769472,442368,419,1520.5,19.94,,-0.0348,0.0283,2.606,0.01387,0.4305
216,1777664,444416,421,1525.8,20.04,,-0.0312,0.0231,2.6382,0.01562,0.4274
217,1785856,446464,424,1531.3,19.71,,-0.0354,0.0289,2.637,0.01446,0.4023
218,1794048,448512,427,1536.6,19.85,,-0.0328,0.0302,2.606,0.01173,0.4011
219,1802240,450560,428,1542.0,19.8,,-0.0368,0.028,2.6415,0.01414,0.4292
220,1810432,452608,428,1547.4,19.8,,-0.0368,0.0281,2.6238,0.01562,0.4612
221,1818624,454656,429,1552.8,19.71,,-0.0353,0.0275,2.6491,0.01391,0.4203
222,1826816,456704,431,1558.1,19.78,,-0.0364,0.029,2.604,0.01724,0.4463
223,1835008,458752,435,1563.5,20.03,,-0.0332,0.0298,2.644,0.01418,0.3995
224,1843200,460800,436,1568.9,20.01,,-0.0341,0.0292,2.5829,0.01226,0.3977
225,1851392,462848,441,1574.3,19.93,,-0.0373,0.0254,2.5693,0.01496,0.4297
226,1859584,464896,441,1579.7,19.93,,-0.035,0.0266,2.5689,0.01437,0.403
227,1867776,466944,441,1585.0,19.93,,-0.0371,0.0244,2.541,0.01315,0.4161
228,1875968,468992,442,1590.4,20.03,,-0.0389,0.0249,2.5512,0.0141,0.4105
229,1884160,471040,444,1595.8,19.96,,-0.0356,0.0275,2.5634,0.01516,0.4241
230,1892352,473088,446,1601.2,19.94,,-0.0348,0.0311,2.5604,0.01457,0.4268
231,1900544,475136,447,1606.6,19.98,,-0.0366,0.0262,2.5972,0.01484,0.4166
232,1908736,477184,448,1611.9,20.04,,-0.0378,0.0255,2.5615,0.01517,0.4426
233,1916928,479232,448,1617.3,20.04,,-0.0385,0.0229,2.5809,0.01382,0.4255
234,1925120,481280,450,1622.7,20.24,,-0.0366,0.0268,2.5785,0.01563,0.4205
235,1933312,483328,452,1628.0,20.33,,-0.0367,0.0262,2.5006,0.01561,0.4436
236,1941504,485376,454,1633.4,20.35,,-0.0325,0.0258,2.5422,0.01583,0.4351
237,1949696,487424,456,1638.8,20.19,,-0.035,0.0325,2.5263,0.01676,0.4384
238,1957888,489472,459,1644.2,20.11,,-0.0348,0.0315,2.5166,0.01827,0.4392
239,1966080,491520,460,1649.6,20.17,,-0.0339,0.0293,2.5408,0.01607,0.4515
240,1974272,493568,462,1655.0,20.32,,-0.0345,0.0313,2.5378,0.01596,0.4512
241,1982464,495616,463,1660.3,20.56,,-0.0348,0.0243,2.5805,0.01323,0.4399
242,1990656,497664,463,1665.7,20.56,,-0.0347,0.0274,2.5636,0.01469,0.4235
243,1998848,499712,463,1671.1,20.56,,-0.0308,0.0297,2.5582,0.01358,0.4133
244,2007040,501760,463,1676.4,20.56,,-0.0319,0.0259,2.5656,0.01341,0.4352
245,2015232,503808,465,1681.8,20.63,,-0.0341,0.0298,2.5821,0.01485,0.4259
246,2023424,505856,467,1687.2,20.71,,-0.0339,0.0253,2.5654,0.01524,0.4391
247,2031616,507904,472,1692.6,20.71,,-0.0375,0.0266,2.5603,0.01464,0.4313
248,2039808,509952,473,1698.0,20.75,,-0.0372,0.0289,2.4993,0.01863,0.4961
249,2048000,512000,473,1703.4,20.75,,-0.0365,0.0263,2.544,0.01736,0.4604
250,2056192,514048,474,1708.7,20.82,,-0.0359,0.0228,2.531,0.01699,0.4313
251,2064384,516096,476,1714.1,20.83,,-0.0356,0.0228,2.5612,0.01668,0.4296
252,2072576,518144,478,1719.5,21.06,,-0.0361,0.032,2.5264,0.01812,0.4545
253,2080768,520192,480,1724.9,21.05,,-0.0375,0.0239,2.532,0.01645,0.4039
254,2088960,522240,481,1730.2,21.14,,-0.0353,0.0266,2.473,0.01531,0.434
255,2097152,524288,482,1735.6,21.04,,-0.0364,0.0232,2.482,0.01975,0.4612
256,2105344,526336,484,1741.0,20.97,,-0.0354,0.029,2.4628,0.01816,0.4281
257,2113536,528384,484,1746.4,20.97,,-0.0311,0.0286,2.5116,0.01783,0.4626
258,2121728,530432,485,1751.8,21.03,,-0.0373,0.0306,2.5043,0.01843,0.4479
259,2129920,532480,487,1757.1,21.18,,-0.0336,0.0295,2.4748,0.02009,0.4401
260,2138112,534528,488,1762.5,21.25,,-0.0353,0.0312,2.4837,0.02002,0.4734
261,2146304,536576,490,1767.9,21.34,,-0.0359,0.0358,2.4772,0.02215,0.4688
262,2154496,538624,494,1773.3,21.21,,-0.036,0.0287,2.4873,0.02076,0.4465
